chr;pos;B73;B97;CML103;CML228;CML247;CML277;CML322;CML333;CML52;CML69;HP301;Il14H;Ki11;KI3;Ky21;M162W;M37W;Ms71;NC350;Oh43;Oh7B;P39;Tx303;Tzi8
2;226450170;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;227921381;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;231190390;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;231709772;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;233128511;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;233876337;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
2;234574991;NC_024460.2;LR622799.1;LR617275.1;LR626765.1;LR615271.1;LR612607.1;LR624067.1;LR610905.1;LR698828.1;LR621999.1;LR619270.1;LR612889.1;LR620668.1;LR625232.1;LR608021.1;LR611701.1;LR627504.1;LR633934.1;LR609813.1;LR614202.1;LR615886.1;LR608434.1;LR631173.1;LR630128.1
3;1240310;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;4138512;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;4824781;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;5232441;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;5479991;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;5480277;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;5748473;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;6547051;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;6733476;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;8109842;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;9598936;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;11895254;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;11895612;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;21098403;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;23999118;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;27981649;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;29693390;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;29693561;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;31695534;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;32080895;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;32449584;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;33226251;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;37536931;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;39489960;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;39992354;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;39992968;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;40198671;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;43868043;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;43868122;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;48747913;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;52804070;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;53548967;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;53549251;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;54127608;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;55946581;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;57360226;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;57966892;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;63847564;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;66922282;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;67284067;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;97441783;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;101980017;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;110715956;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;120046370;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;123785075;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;125077922;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;125192339;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;125192432;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;132192069;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;133480594;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;133481473;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;133483395;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;140079003;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;142821031;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;143853993;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;144466243;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;145421006;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;155566732;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;157263770;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;157640380;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;157646430;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;159996138;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;161516227;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;164833462;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;165800338;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;165901548;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;168443456;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;168443563;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;168443662;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;169757331;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;169771952;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
3;171364540;NC_024461.2;LR622800.1;LR617276.1;LR626766.1;LR615272.1;LR612608.1;LR624068.1;LR610906.1;LR698829.1;LR622000.1;LR619271.1;LR612890.1;LR620669.1;LR625233.1;LR608022.1;LR611702.1;LR627505.1;LR633935.1;LR609814.1;LR614203.1;LR615887.1;LR608435.1;LR631174.1;LR630129.1
